user_query,structured_query,unstructured_query,relevant_tables,reasoning_decomposition,ocr_info,hints_ocr,is_document_type_present_in_subquery_1,incorrect_extraction,structured_sql_query,structured_response,is_executed_merging_call,final_answer,ground_truth
Retrieve the CSH presentation date in the Covering Schedule for the file 11133_test_jun13_1.png.,Retrieve the CSH presentation date in the Covering Schedule for the file 11133_test_jun13_1.png.,,['CS'],The subquery 1 directly asks for the CSH presentation date in the Covering Schedule document related to the file 11133_test_jun13_1.png.,"""6 ICICI Bank ICICI BANK LIMITED LETTER FORWARDING CHEQUES / BILLS FOR COLLECTION- INTER BANK ICICI Bill No. : - 0393QOBC22628079 TO INDUSIND BANK LTD CHENNAI BRANCH , NO.3 VILLAGE ROAD , NUNGAMBAKKAM CHENNAI 600034 FROM ICICI BANK LTD BACKBAY RECLAMATION , 163 , H.T. PAREKH MARG MUMBAI - 400 020 DATE : 18.01.2024 backbayinland@icicibank.com Enclosed we handover you herewith cheque / bills as per schedule . We shall thank you to collect the amount thereof as per instructions given below in trust for us . Please acknowledge receipt . INSTRUCTIONS DOCUMENTS ARE DRAWN UNDER YOUR LC NO OLC0007240067448 DTD . 08.01.2024 DELIVER DOCUMENTS AGAINST ACCEPTANCE Please remit the proceeds quoting our reference no . by means of RTGS as per the details Bank Name : ICICI Bank Limited IFSC Code : ICIC0000393 A / C Number : 0104SLINLBRL A / C Name : Inland Collection Schedule referred In Case of Non Payment of bills on due date Interest will be charged @ 24 % per annum for the overdue Period . Our reference No. Particulars of Documents Drawee INDO TECH 0393QOBC22628079 TRANSFORMERS LTD Rupees : TWO CRORE SIXTY NINE LAKH EIGHTEEN THOUSAND THREE HUNDRED THIRTY NINE RUPEES ONLY 08/09/10 112/13/14/13 Amount INR26918339 TOHO WANThis is system generated advice and does not require signature . 20 JAN 2024 ) Lob 29 COVADE OPERATIONS NAL BRANCH JENNAL3A 10/100 EZ ICICI Bank Limited ICICI Centre , First Floor , 163 , H.T. Parekh Marg , Backbay Reclamation , Churchgate , Mumbai - 400 020 , Maharashtra , India . Website www.icicibank.com CIN : L65190GJ1994PLC021012 . Rank T * BANKING ICICI TRANSAC AMATION . RECL BACKBAY R Regd . Office : ICICI Bank Tower , Near Chakli Circle , Old Padra Road , Vadodara 390 007 , India . Corp. Office : ICICI Bank Towers , Bandra - Kurla Complex , Mumbai 400051 , India . ""","{'image_name': '11133_test_jun13_1.png', 'page_no': '', 'work_item_number': ''}",YES,NO,"SELECT CS_csh_presentation_date 
FROM CS 
WHERE CS_document_name = '11133_test_jun13_1.png' AND CS_csh_presentation_date IS NOT NULL",[['18.01.2024']],False,[['18.01.2024']],18.01.2024
Could you extract the drawee bank address in the Covering Schedule document for the document name 11133_test_jun13_1.png?,Could you extract the drawee bank address in the Covering Schedule document for the document name 11133_test_jun13_1.png?,,['CS'],The user is asking for the drawee bank address specifically in the Covering Schedule document with the document name provided.,"""6 ICICI Bank ICICI BANK LIMITED LETTER FORWARDING CHEQUES / BILLS FOR COLLECTION- INTER BANK ICICI Bill No. : - 0393QOBC22628079 TO INDUSIND BANK LTD CHENNAI BRANCH , NO.3 VILLAGE ROAD , NUNGAMBAKKAM CHENNAI 600034 FROM ICICI BANK LTD BACKBAY RECLAMATION , 163 , H.T. PAREKH MARG MUMBAI - 400 020 DATE : 18.01.2024 backbayinland@icicibank.com Enclosed we handover you herewith cheque / bills as per schedule . We shall thank you to collect the amount thereof as per instructions given below in trust for us . Please acknowledge receipt . INSTRUCTIONS DOCUMENTS ARE DRAWN UNDER YOUR LC NO OLC0007240067448 DTD . 08.01.2024 DELIVER DOCUMENTS AGAINST ACCEPTANCE Please remit the proceeds quoting our reference no . by means of RTGS as per the details Bank Name : ICICI Bank Limited IFSC Code : ICIC0000393 A / C Number : 0104SLINLBRL A / C Name : Inland Collection Schedule referred In Case of Non Payment of bills on due date Interest will be charged @ 24 % per annum for the overdue Period . Our reference No. Particulars of Documents Drawee INDO TECH 0393QOBC22628079 TRANSFORMERS LTD Rupees : TWO CRORE SIXTY NINE LAKH EIGHTEEN THOUSAND THREE HUNDRED THIRTY NINE RUPEES ONLY 08/09/10 112/13/14/13 Amount INR26918339 TOHO WANThis is system generated advice and does not require signature . 20 JAN 2024 ) Lob 29 COVADE OPERATIONS NAL BRANCH JENNAL3A 10/100 EZ ICICI Bank Limited ICICI Centre , First Floor , 163 , H.T. Parekh Marg , Backbay Reclamation , Churchgate , Mumbai - 400 020 , Maharashtra , India . Website www.icicibank.com CIN : L65190GJ1994PLC021012 . Rank T * BANKING ICICI TRANSAC AMATION . RECL BACKBAY R Regd . Office : ICICI Bank Tower , Near Chakli Circle , Old Padra Road , Vadodara 390 007 , India . Corp. Office : ICICI Bank Towers , Bandra - Kurla Complex , Mumbai 400051 , India . ""","{'image_name': '11133_test_jun13_1.png', 'page_no': '', 'work_item_number': ''}",YES,NO,"SELECT CS_drawee_bank_address 
FROM CS 
WHERE CS_document_name = '11133_test_jun13_1.png' AND CS_drawee_bank_address IS NOT NULL",[['CHENNAI BRANCH NO3 VILLAGE ROAD NUNGAMBAKKAM CHENNAI 600034']],False,[['CHENNAI BRANCH NO3 VILLAGE ROAD NUNGAMBAKKAM CHENNAI 600034']],CHENNAI BRANCH NO3 VILLAGE ROAD NUNGAMBAKKAM CHENNAI 600034
What is the Drawer Bank bottom name in the Covering Schedule for work item pdf14 and page 9?,What is the Drawer Bank bottom name in the Covering Schedule for work item pdf14 and page 9?,,['CS'],The subquery 1 is asking for a specific information related to the Drawer Bank bottom name in the Covering Schedule for a particular work item and page number.,"""HSBC \u2611 HSBC BANK PLC TRADE AND SUPPLY CHAIN LONDON TRADE SERVICES CENTRE LEVEL 2 , 62-76 PARK STREET LONDON SE1 9RN Date : 12JUL2012 ICICI BANK LTD OPERA HOUSE BRANCH 396/410 SHAMITHA TERRACE LAMNGTON ROAD OPERA HOUSE MUMBAI 400004 MAHARASHTRA INDIA Please always quote our bill reference : OBCLDI777709LDI Drawer : Drawee : Tenor : LONDON METALS AND COMMODITIES LTD M / S VARDIMAN FERRO ALLOYS SHRI MUNI SURAT COMPLEX BLDG NO L GODOWN NO L 1 REHNAL VILLAGE REHNAL BHIWANDI 420 302 AT SIGHT Relating to shipment of Vessel / Carrier : Due Date : T Term / Destination : Bill amount USD Less your charges USD Plus our charges USD 99.992.99 0.00 125.00 Total amount claimed USD 100,117.99 Documents 1st 2nd Documents 15 2nd Draft Invoice 2 Customs Certificate Customs Invoice Insurance Policy 2 Packing List Weight Note Bill of lading 3/3 Inspection Certificate Cert of origin Airway bill Export Licence Non - Negotiable B / L 3 CERT OF ANALYSIS 2 Presentation is undertaken subject to Uniform Rules for Collection ICC Publication no . 522 ( Revision 1995 ) or as subsequently amended . CIBD OPERA HOUS \u0b87 14/07112 12-38 . HSBC Bank plc London Trade and Supply Chain Services Centre , PO Box 61008 , 62-76 Park Street , London SEI 9RN Tel : 020 7200 1464 Fax : 020 7260 5637 www.ukbusiness.hsbc.com Registered in England number 14259 , Registered Office : 8 Canada Square , London E14 SHQ Authorised and regulated by the Financial Services Authority 22574- | ( 3 \u00d7 5-05 / 08 ) ""","{'image_name': '', 'page_no': '9', 'work_item_number': 'pdf14'}",YES,NO,"SELECT CS_drawer_bank_bottom_name 
FROM CS 
WHERE CS_work_item_no = 'pdf14' 
AND CS_pdf_page_no = '9'",[['HSBC BANK PLC']],False,[['HSBC BANK PLC']],HSBC BANK PLC
What are the Plus Our Charges recorded in the Covering Schedule for work item pdf10 and page 7?,What are the Plus Our Charges recorded in the Covering Schedule for work item pdf10 and page 7?,,['CS'],The query is specifically asking for information related to 'Plus Our Charges' in the Covering Schedule for a specific work item and page. This can be directly mapped to the 'CS_our_charges' column in the 'CS' table.,"""HSBC A / c 0082MFC000 4761MES 476 \u5206 -166005000003 BILL PRESENTATION SCHEDULE ICICI BANK LTD SCF 62 AND 63 SECTOR 15 FARIDABAD HARYANA 121007 INDIA TF - 22043 20008/2349985 DATE : 09AUG2012 OUR SWIFT : BBMEAEAD PLEASE ALWAYS QUOTE OUR BILL REFERENCE : BPPDUB263877COR PAGE 1 DRAWER : DRAWEE : SHARIF METALS INTERNATIONAL DMCC CONSOLIDATED COIN COMPANY P LTD 13/2 MATHURA ROAD FARIDABAD 121003 HARYANA INDIA TENOR : AT SIGHT PRESENTED ON : 16JUL2012 DUE DATE BILL AMOUNT USD 141,882.50 LESS YOUR CHARGES USD 0.00 PLUS OUR CHARGES USD 0.00 TOTAL AMOUNT CLAIMED USD 141,882.50 DOCUMENTS 1ST 2ND DOCUMENTS 1ST 2ND DRAFT INVOICE 3 CUSTOMS CERTIFICATE INSURANCE POLICY WEIGHT NOTE BILL OF LADING INSPECTION CERTIFICATE CUSTOMS INVOICE PACKING LIST CERT OF ORIGIN 1 AIRWAY BILL EXPORT LICENCE NON - NEGOTIABLE B / L PRESENTATION IS UNDERTAKEN SUBJECT TO UNIFORM RULES FOR COLLECTION ICC PUBLICATION NO . 522 ( REVISION 1995 ) OR AS SUBSEQUENTLY AMENDED . IF DOCUMENTS ARE UNACCEPTED OR UNPAID IN ACCORDANCE WITH THE SCHEDULE PLEASE STORE AND INSURE GOODS AGAINST ALL USUAL RISKS . * COLLECT YOUR CHARGES FROM DRAWEE . * RELEASE DOCUMENTS AGAINST PAYMENT . * ADVISE NON ACCEPTANCE AND / OR NON PAYMENT , STATING REASON , BY CABLE . * DO NOT WAIVE COLLECTION AND INTEREST CHARGES IF REFUSED . AS REQUESTED BY THE BENEF WE FORWARD THE ATTACHED DOCUMENT WHICH PLS ATTACH TO THE EXP . DOCS ALREADY FORWARDED TO YOU ON 16/07/2012 UNDER OUR REF BPPDUB263877COR AND PRESENT THE SAME TO THE APPLICANTS . HSBC Bank Middle East Limited \u0628\u0646\u0643 \u0625\u062a\u0634 \u0625\u0633 \u0628\u064a \u0633\u064a \u0627\u0644\u0634\u0631\u0642 \u0627\u0644\u0623\u0648\u0633\u0637 \u0627\u0644\u0645\u062d\u062f\u0648\u062f ABU DHABI OFFICE P.O. BOX 242 ABU DHABI , U.A.E. TEL .: ( 02 ) 6332200 ALAIN OFFICE P.O. BOX 1147 ALAIN , U.A.E. TEL .: ( 03 ) 7641812 As this advice has been produced by computer , no signature will be required . DEIRA OFFICE P.O. BOX 66 DEIRA , DUBAI , U.A.E. TEL .: ( 04 ) 2227161 DUBAI OFFICE P.O. BOX 66 DUBAI , U.A.E. TEL .: ( 04 ) 3535000 FUJAIRAH OFFICE P.O. BOX 21 FUJAIRAH , U.A.E. TEL .: ( 09 ) 2222221 JEBEL ALI OFFICE P.O. BOX 66 DUBAI , U.A.E. TEL .: ( 04 ) 8816433 RAS AL KHAIMAH OFFICE SHARJAH OFFICE P.O. BOX 9 P.O. BOX 25 SHARJAH , U.A.E. TEL .: ( 06 ) 5537222 RAS AL KHAIMAH , U.A.E. TEL .: ( 07 ) 2333544 ""","{'image_name': '', 'page_no': '7', 'work_item_number': 'pdf10'}",YES,NO,"SELECT CS_plus_our_charges 
FROM CS 
WHERE CS_work_item_no = 'pdf10' 
AND CS_pdf_page_no = '7'",[['0.00 0.00']],False,[['0.00 0.00']],0.00 0.00
Can you find the CSH presentation date in the Covering Schedule for pdf14_9.png?,Can you find the CSH presentation date in the Covering Schedule for pdf14_9.png?,,['CS'],The user is asking for the CSH presentation date specifically from the Covering Schedule document related to the image pdf14_9.png.,"""HSBC \u2611 HSBC BANK PLC TRADE AND SUPPLY CHAIN LONDON TRADE SERVICES CENTRE LEVEL 2 , 62-76 PARK STREET LONDON SE1 9RN Date : 12JUL2012 ICICI BANK LTD OPERA HOUSE BRANCH 396/410 SHAMITHA TERRACE LAMNGTON ROAD OPERA HOUSE MUMBAI 400004 MAHARASHTRA INDIA Please always quote our bill reference : OBCLDI777709LDI Drawer : Drawee : Tenor : LONDON METALS AND COMMODITIES LTD M / S VARDIMAN FERRO ALLOYS SHRI MUNI SURAT COMPLEX BLDG NO L GODOWN NO L 1 REHNAL VILLAGE REHNAL BHIWANDI 420 302 AT SIGHT Relating to shipment of Vessel / Carrier : Due Date : T Term / Destination : Bill amount USD Less your charges USD Plus our charges USD 99.992.99 0.00 125.00 Total amount claimed USD 100,117.99 Documents 1st 2nd Documents 15 2nd Draft Invoice 2 Customs Certificate Customs Invoice Insurance Policy 2 Packing List Weight Note Bill of lading 3/3 Inspection Certificate Cert of origin Airway bill Export Licence Non - Negotiable B / L 3 CERT OF ANALYSIS 2 Presentation is undertaken subject to Uniform Rules for Collection ICC Publication no . 522 ( Revision 1995 ) or as subsequently amended . CIBD OPERA HOUS \u0b87 14/07112 12-38 . HSBC Bank plc London Trade and Supply Chain Services Centre , PO Box 61008 , 62-76 Park Street , London SEI 9RN Tel : 020 7200 1464 Fax : 020 7260 5637 www.ukbusiness.hsbc.com Registered in England number 14259 , Registered Office : 8 Canada Square , London E14 SHQ Authorised and regulated by the Financial Services Authority 22574- | ( 3 \u00d7 5-05 / 08 ) ""","{'image_name': 'pdf14_9.png', 'page_no': '', 'work_item_number': ''}",YES,NO,"SELECT CS_csh_presentation_date 
FROM CS 
WHERE CS_document_name = 'pdf14_9.png' AND CS_csh_presentation_date IS NOT NULL",[['07/12/2012']],False,[['07/12/2012']],7/12/2012
Retrieve the Drawer Bank BIC from the Covering Schedule for work item pdf13 and page 19.,What is the Drawer Bank BIC from the Covering Schedule for work item pdf13 and page 19?,Retrieve the Drawer Bank BIC from the Covering Schedule for work item pdf13 and page 19.,['CS'],The user is asking for the Drawer Bank BIC from the Covering Schedule for a specific work item and page.,"""HSBC A / c 0082MFC000 4761MES 476 \u5206 -166005000003 BILL PRESENTATION SCHEDULE ICICI BANK LTD SCF 62 AND 63 SECTOR 15 FARIDABAD HARYANA 121007 INDIA TF - 22043 20008/2349985 DATE : 09AUG2012 OUR SWIFT : BBMEAEAD PLEASE ALWAYS QUOTE OUR BILL REFERENCE : BPPDUB263877COR PAGE 1 DRAWER : DRAWEE : SHARIF METALS INTERNATIONAL DMCC CONSOLIDATED COIN COMPANY P LTD 13/2 MATHURA ROAD FARIDABAD 121003 HARYANA INDIA TENOR : AT SIGHT PRESENTED ON : 16JUL2012 DUE DATE BILL AMOUNT USD 141,882.50 LESS YOUR CHARGES USD 0.00 PLUS OUR CHARGES USD 0.00 TOTAL AMOUNT CLAIMED USD 141,882.50 DOCUMENTS 1ST 2ND DOCUMENTS 1ST 2ND DRAFT INVOICE 3 CUSTOMS CERTIFICATE INSURANCE POLICY WEIGHT NOTE BILL OF LADING INSPECTION CERTIFICATE CUSTOMS INVOICE PACKING LIST CERT OF ORIGIN 1 AIRWAY BILL EXPORT LICENCE NON - NEGOTIABLE B / L PRESENTATION IS UNDERTAKEN SUBJECT TO UNIFORM RULES FOR COLLECTION ICC PUBLICATION NO . 522 ( REVISION 1995 ) OR AS SUBSEQUENTLY AMENDED . IF DOCUMENTS ARE UNACCEPTED OR UNPAID IN ACCORDANCE WITH THE SCHEDULE PLEASE STORE AND INSURE GOODS AGAINST ALL USUAL RISKS . * COLLECT YOUR CHARGES FROM DRAWEE . * RELEASE DOCUMENTS AGAINST PAYMENT . * ADVISE NON ACCEPTANCE AND / OR NON PAYMENT , STATING REASON , BY CABLE . * DO NOT WAIVE COLLECTION AND INTEREST CHARGES IF REFUSED . AS REQUESTED BY THE BENEF WE FORWARD THE ATTACHED DOCUMENT WHICH PLS ATTACH TO THE EXP . DOCS ALREADY FORWARDED TO YOU ON 16/07/2012 UNDER OUR REF BPPDUB263877COR AND PRESENT THE SAME TO THE APPLICANTS . HSBC Bank Middle East Limited \u0628\u0646\u0643 \u0625\u062a\u0634 \u0625\u0633 \u0628\u064a \u0633\u064a \u0627\u0644\u0634\u0631\u0642 \u0627\u0644\u0623\u0648\u0633\u0637 \u0627\u0644\u0645\u062d\u062f\u0648\u062f ABU DHABI OFFICE P.O. BOX 242 ABU DHABI , U.A.E. TEL .: ( 02 ) 6332200 ALAIN OFFICE P.O. BOX 1147 ALAIN , U.A.E. TEL .: ( 03 ) 7641812 As this advice has been produced by computer , no signature will be required . DEIRA OFFICE P.O. BOX 66 DEIRA , DUBAI , U.A.E. TEL .: ( 04 ) 2227161 DUBAI OFFICE P.O. BOX 66 DUBAI , U.A.E. TEL .: ( 04 ) 3535000 FUJAIRAH OFFICE P.O. BOX 21 FUJAIRAH , U.A.E. TEL .: ( 09 ) 2222221 JEBEL ALI OFFICE P.O. BOX 66 DUBAI , U.A.E. TEL .: ( 04 ) 8816433 RAS AL KHAIMAH OFFICE SHARJAH OFFICE P.O. BOX 9 P.O. BOX 25 SHARJAH , U.A.E. TEL .: ( 06 ) 5537222 RAS AL KHAIMAH , U.A.E. TEL .: ( 07 ) 2333544 ""","{'image_name': '', 'page_no': '19', 'work_item_number': 'pdf13'}",YES,NO,SELECT CS_drawer_bank_bic FROM CS WHERE CS_work_item_no = 'pdf13' AND CS_pdf_page_no = '19',[['BBMEAEAD']],False,[['BBMEAEAD']],BBMEAEAD
Obtain the set number in the Covering Schedule document for work item pdf10 and page 7.,What is the set number in the Covering Schedule document for work item pdf10 and page 7?,Obtain the set number in the Covering Schedule document for work item pdf10 and page 7.,"['CS', 'AWB', 'BOE', 'CI', 'COO', 'IC', 'PI', 'PL', 'PO', 'LC']",The user is asking for the set number in the Covering Schedule document specifically for work item pdf10 and page 7. We need to identify the document type (Covering Schedule) and the specific work item and page mentioned in the query to extract the set number.,"""HSBC A / c 0082MFC000 4761MES 476 \u5206 -166005000003 BILL PRESENTATION SCHEDULE ICICI BANK LTD SCF 62 AND 63 SECTOR 15 FARIDABAD HARYANA 121007 INDIA TF - 22043 20008/2349985 DATE : 09AUG2012 OUR SWIFT : BBMEAEAD PLEASE ALWAYS QUOTE OUR BILL REFERENCE : BPPDUB263877COR PAGE 1 DRAWER : DRAWEE : SHARIF METALS INTERNATIONAL DMCC CONSOLIDATED COIN COMPANY P LTD 13/2 MATHURA ROAD FARIDABAD 121003 HARYANA INDIA TENOR : AT SIGHT PRESENTED ON : 16JUL2012 DUE DATE BILL AMOUNT USD 141,882.50 LESS YOUR CHARGES USD 0.00 PLUS OUR CHARGES USD 0.00 TOTAL AMOUNT CLAIMED USD 141,882.50 DOCUMENTS 1ST 2ND DOCUMENTS 1ST 2ND DRAFT INVOICE 3 CUSTOMS CERTIFICATE INSURANCE POLICY WEIGHT NOTE BILL OF LADING INSPECTION CERTIFICATE CUSTOMS INVOICE PACKING LIST CERT OF ORIGIN 1 AIRWAY BILL EXPORT LICENCE NON - NEGOTIABLE B / L PRESENTATION IS UNDERTAKEN SUBJECT TO UNIFORM RULES FOR COLLECTION ICC PUBLICATION NO . 522 ( REVISION 1995 ) OR AS SUBSEQUENTLY AMENDED . IF DOCUMENTS ARE UNACCEPTED OR UNPAID IN ACCORDANCE WITH THE SCHEDULE PLEASE STORE AND INSURE GOODS AGAINST ALL USUAL RISKS . * COLLECT YOUR CHARGES FROM DRAWEE . * RELEASE DOCUMENTS AGAINST PAYMENT . * ADVISE NON ACCEPTANCE AND / OR NON PAYMENT , STATING REASON , BY CABLE . * DO NOT WAIVE COLLECTION AND INTEREST CHARGES IF REFUSED . AS REQUESTED BY THE BENEF WE FORWARD THE ATTACHED DOCUMENT WHICH PLS ATTACH TO THE EXP . DOCS ALREADY FORWARDED TO YOU ON 16/07/2012 UNDER OUR REF BPPDUB263877COR AND PRESENT THE SAME TO THE APPLICANTS . HSBC Bank Middle East Limited \u0628\u0646\u0643 \u0625\u062a\u0634 \u0625\u0633 \u0628\u064a \u0633\u064a \u0627\u0644\u0634\u0631\u0642 \u0627\u0644\u0623\u0648\u0633\u0637 \u0627\u0644\u0645\u062d\u062f\u0648\u062f ABU DHABI OFFICE P.O. BOX 242 ABU DHABI , U.A.E. TEL .: ( 02 ) 6332200 ALAIN OFFICE P.O. BOX 1147 ALAIN , U.A.E. TEL .: ( 03 ) 7641812 As this advice has been produced by computer , no signature will be required . DEIRA OFFICE P.O. BOX 66 DEIRA , DUBAI , U.A.E. TEL .: ( 04 ) 2227161 DUBAI OFFICE P.O. BOX 66 DUBAI , U.A.E. TEL .: ( 04 ) 3535000 FUJAIRAH OFFICE P.O. BOX 21 FUJAIRAH , U.A.E. TEL .: ( 09 ) 2222221 JEBEL ALI OFFICE P.O. BOX 66 DUBAI , U.A.E. TEL .: ( 04 ) 8816433 RAS AL KHAIMAH OFFICE SHARJAH OFFICE P.O. BOX 9 P.O. BOX 25 SHARJAH , U.A.E. TEL .: ( 06 ) 5537222 RAS AL KHAIMAH , U.A.E. TEL .: ( 07 ) 2333544 ""","{'image_name': '', 'page_no': '7', 'work_item_number': 'pdf10'}",YES,NO,"SELECT CS_set_number 
FROM CS 
WHERE CS_document_name = 'pdf10' 
AND CS_document_page_no = 7",[],True,"{
    ""error"": ""Unable to provide an answer as the information is not available""
}",1
What is the CSH drawn under LC number in the Covering Schedule for work item pdf12 and page 9?,What is the CSH drawn under LC number in the Covering Schedule for work item pdf12 and page 9?,Give me the response in the following structure,['CS'],The query is asking for specific information related to the CSH drawn under LC number in the Covering Schedule for work item pdf12 and page 9. This information can be extracted from the CS table based on the identified column names.,"""COVERING SCHEDULE CHINA CONSTRUCTION BANK NINGBO BR . INTL DEPT . RM 1413 , 14 FL , 36 LIU TING STREET NINGBO 315007 CHINA SWIFT : PCBCCNBJNPX DATE : 23 AUGUST 2012 TO : \u2022 ICICI BANK LTD . , 58 , DHARMAPALA MAWATHA , COLOMBO 07 , SRILANKA PLS ALWAYS QUOTE OUR REFERENCE ' NO :: 83007-1100768351 L / C NO.:976MLC6812 INVOICE NO.:JL-2012395 ISSUED BY : ICICI BANK LTD APPLICANT : ASSOCIATED CEAT ( PVT ) LTD P.O BOX 52 , NUNGAMUGODA , KELANIYA BENEFICIARY : NINGBO JINLUN IMPORT AND EXPORT CO . LTD , JINLUN GROUP OFFICE BUILDING , ZONGHAN STREET , CIXI , ZHEJIANG CHINA . TENOR : SIGHT MATURITY : N / A DEAR SIRS : PLEASE FIND HEREWITH THE FOLLOWING DOCUMENTS FOR YOUR PAYMENT . DRAFT 2 5 INV P / L C / O B / L INSP 4 2 + 2 3/3 2 DRAWING AMOUNT : USD 75,024.43 TOTAL AMOUNT : USD 75,024.43 INSTRUCTIONS TO THE ISSUING BANK / CONFIRMING BANK : WE HAVE ENDORSED THE DRAWING AMOUNT ON THE REVERSE OF THE ORIGINAL L / C . IF DOCUMENTS NOT ACCEPTABLE PLEASE ADVISE BY IMMEDIATE TESTED SWIFT AND STATE THE REASON . PAYMENT INSTRUCTION : PLS REMIT PROCEEDS BY ADVICE \u03a4\u039f US FOR CREDIT ACCOUNT OF CHINA TELETRANSMISSION QUOTING OUR REF NO . ABOVE UNDER CONSTRUCTION BANK N.A. , NEW BANK YORK , NY WITH H.O. ( SWIFT : PCBCCNBJ ) ( SWIFT : BOFAUS3N ) A / C NO .. 6550590121 OF AMERICA , PLEASE DO NOT COMBINE PAYMENTS . THIS IS THE COMPUTERIZED DOCUMENT , NO SIGNATURE REQUIRED . TF - 25395 ""","{'image_name': '', 'page_no': '9', 'work_item_number': 'pdf12'}",YES,NO,"SELECT CS_csh_drawn_under_lc_number 
FROM CS 
WHERE CS_work_item_no = 'pdf12' AND CS_pdf_page_no = '9'",[['NO.976MLC6812']],False,[['NO.976MLC6812']],NO.976MLC6812
Can you extract the tenor type in the Covering Schedule for the document pdf11_8.png?,What is the tenor type in the Covering Schedule for the document pdf11_8.png?,Can you extract the tenor type in the Covering Schedule for the document pdf11_8.png?,['CS'],The user is asking for the extraction of the 'tenor type' from the 'Covering Schedule' document with the image name pdf11_8.png.,"""HSBC \u2611 HSBC BANK PLC TRADE AND SUPPLY CHAIN LONDON TRADE SERVICES CENTRE LEVEL 2 , 62-76 PARK STREET LONDON SE1 9RN Date : 12JUL2012 ICICI BANK LTD OPERA HOUSE BRANCH 396/410 SHAMITHA TERRACE LAMNGTON ROAD OPERA HOUSE MUMBAI 400004 MAHARASHTRA INDIA Please always quote our bill reference : OBCLDI777709LDI Drawer : Drawee : Tenor : LONDON METALS AND COMMODITIES LTD M / S VARDIMAN FERRO ALLOYS SHRI MUNI SURAT COMPLEX BLDG NO L GODOWN NO L 1 REHNAL VILLAGE REHNAL BHIWANDI 420 302 AT SIGHT Relating to shipment of Vessel / Carrier : Due Date : T Term / Destination : Bill amount USD Less your charges USD Plus our charges USD 99.992.99 0.00 125.00 Total amount claimed USD 100,117.99 Documents 1st 2nd Documents 15 2nd Draft Invoice 2 Customs Certificate Customs Invoice Insurance Policy 2 Packing List Weight Note Bill of lading 3/3 Inspection Certificate Cert of origin Airway bill Export Licence Non - Negotiable B / L 3 CERT OF ANALYSIS 2 Presentation is undertaken subject to Uniform Rules for Collection ICC Publication no . 522 ( Revision 1995 ) or as subsequently amended . CIBD OPERA HOUS \u0b87 14/07112 12-38 . HSBC Bank plc London Trade and Supply Chain Services Centre , PO Box 61008 , 62-76 Park Street , London SEI 9RN Tel : 020 7200 1464 Fax : 020 7260 5637 www.ukbusiness.hsbc.com Registered in England number 14259 , Registered Office : 8 Canada Square , London E14 SHQ Authorised and regulated by the Financial Services Authority 22574- | ( 3 \u00d7 5-05 / 08 ) ""","{'image_name': 'pdf11_8.png', 'page_no': '', 'work_item_number': ''}",YES,NO,SELECT CS_tenor_type FROM CS WHERE CS_work_item_no = 'pdf11_8',[],True,"{
    ""Covering Schedule"": {
        ""Tenor"": ""AT SIGHT""
    }
}",AT SIGHT
Extract the CSH presentation date from the Covering Schedule for pdf15_13.png.,Extract the CSH presentation date from the Covering Schedule for pdf15_13.png.,,['CS'],The user is asking to extract the CSH presentation date from a specific document (Covering Schedule) for a given image name (pdf15_13.png). This indicates a specific field extraction request.,"""DBS . Living , Breathing Asia 105/20 Caty h . 1 August 2012 ICICI BANK LIMITED 396/410 SHARMITHA TERRACE LAMINGTON ROAD , OPERA HOUSE MUMBAI 400004 , INDIA BY COURIER SERVICE Our Ref . : 553-13-0943612 Documents Amount : USD49,521.87 Step : ISS 000 Category : OC 001 Drawee : SHRI AANAND METAL 49 , 1ST CARPENTER STR , 2ND FLR GOPAL KRISHNA BHAVAN C.P.TANK MUMBAI 400004 , INDIA Drawer : CENTURY STEEL PTE . LTD . Tenor : At Sight D / P Due Date : ****** Covering shipment of : As per invoice BL / AWB Date : We enclose the following documents for collection . 1ST MAIL DRAFT 2 COMMERCIAL INVOICE 2 PACKING LIST 2 BILL OF LADING 3/3 N.N. BILL OF LADING 1 CERTIFICATE OF ORIGIN 2 INSURANCE CERT / POLICY 2 INSPECTION CERT 7X1 2ND MAIL \u0627\u0645\u064a\u0644\u0648 Please handle this bill in accordance with the instructions detailed below . Deliver documents against payment . - - - In case of non - payment , non - acceptance and / or non - compliance with other instruction , please advise us by telex / SWIFT giving reasons & hold item for our further instruction . Collect your charges , if any , plus all other expenses from drawee . Interest / charges for drawee's A / C must not be waived . -Please collect interest at LIBOR +0.5 SP.A. from 15/08/2012 up to date of payment . Our Reference No .: 553-13-0943612 PAGE 1 OUT OF 2 PAGE ( S ) DBS DBS Bank Ltd Trage Services 65 6878 8888 6 Shenton Way # 13-00 DBS Building Tower One Singapore 068809 www.dby.com ""","{'image_name': 'pdf15_13.png', 'page_no': '', 'work_item_number': ''}",YES,NO,"SELECT CS_csh_presentation_date 
FROM CS 
WHERE CS_document_name = 'pdf15_13.png' 
AND CS_csh_presentation_date <> ''",[['01/01/2012']],False,[['01/01/2012']],1/1/2012
