image_name,query,ground_truth
45A_46A_47A_testing_pdf1_6.png,extract the country of origin in the Bill of Exchange document for the document name 45A_46A_47A_testing_pdf1_6.png?,INDIA
45A_46A_47A_testing_pdf1_7.png,extract the country of origin in the Bill of Exchange document for the document name 45A_46A_47A_testing_pdf1_7.png?,INDIA
pdf14_8.png,extract the country of origin in the Bill of Exchange document for the document name pdf14_8.png?,INDIA
pdf15_12.png,extract the country of origin in the Bill of Exchange document for the document name pdf15_12.png?,INDIA
pdf13_18.png,extract the country of origin in the Bill of Exchange document for the document name pdf13_18.png?,INDIA
pdf16_6.png,extract the issue place in the Bill of Exchange document for the document name pdf16_6.png?,"SEOUL, KOREA"
pdf11_9.png,extract the set number in the Bill of Exchange document for the document name pdf11_9.png?,1
pdf16_6.png,extract the set number in the Bill of Exchange document for the document name pdf16_6.png?,1
pdf12_8.png,extract the set number in the Bill of Exchange document for the document name pdf12_8.png?,1
pdf10_8.png,extract the set number in the Bill of Exchange document for the document name pdf10_8.png?,1
11133_test_jun13_2.png,extract the set number in the Bill of Exchange document for the document name 11133_test_jun13_2.png?,1
45A_46A_47A_testing_pdf1_5.png,extract the set number in the Bill of Exchange document for the document name 45A_46A_47A_testing_pdf1_5.png?,3
45A_46A_47A_testing_pdf1_6.png,extract the set number in the Bill of Exchange document for the document name 45A_46A_47A_testing_pdf1_6.png?,1
45A_46A_47A_testing_pdf1_7.png,extract the set number in the Bill of Exchange document for the document name 45A_46A_47A_testing_pdf1_7.png?,2
pdf14_8.png,extract the set number in the Bill of Exchange document for the document name pdf14_8.png?,1
pdf15_12.png,extract the set number in the Bill of Exchange document for the document name pdf15_12.png?,1
pdf13_18.png,extract the set number in the Bill of Exchange document for the document name pdf13_18.png?,1
pdf11_4.png,extract the beneficiary drawer exporter seller supplier name in the Commercial Invoice document for the document name pdf11_4.png?,OCEANIC PETROLEUM SOURCE ( ASIA PACIFIC ) LTD
pdf11_5.png,extract the beneficiary drawer exporter seller supplier name in the Commercial Invoice document for the document name pdf11_5.png?,OCEANIC PETROLEUM SOURCE ( ASIA PACIFIC ) LTD
pdf11_6.png,extract the beneficiary drawer exporter seller supplier name in the Commercial Invoice document for the document name pdf11_6.png?,OCEANIC PETROLEUM SOURCE ( ASIA PACIFIC ) LTD
pdf16_4.png,extract the beneficiary drawer exporter seller supplier name in the Commercial Invoice document for the document name pdf16_4.png?,SOMTA TOOLS ( PTY ) LTD
pdf12_4.png,extract the beneficiary drawer exporter seller supplier name in the Commercial Invoice document for the document name pdf12_4.png?,MAT BRAKES INDIA PVT.LTD
pdf12_5.png,extract the beneficiary drawer exporter seller supplier name in the Commercial Invoice document for the document name pdf12_5.png?,MAT BRAKES INDIA PVT.LTD
45A_46A_47A_testing_pdf1_9.png,extract the beneficiary drawer exporter seller supplier name in the Commercial Invoice document for the document name 45A_46A_47A_testing_pdf1_9.png?,JINAN JINGHENG ELECTRONCS CO.LTD.
pdf14_4.png,extract the beneficiary drawer exporter seller supplier name in the Commercial Invoice document for the document name pdf14_4.png?,M/S SMS EXPORTS
pdf14_5.png,extract the beneficiary drawer exporter seller supplier name in the Commercial Invoice document for the document name pdf14_5.png?,M/S SMS EXPORTS
pdf15_4.png,extract the beneficiary drawer exporter seller supplier name in the Commercial Invoice document for the document name pdf15_4.png?,M/S SMS EXPORTS
pdf15_5.png,extract the beneficiary drawer exporter seller supplier name in the Commercial Invoice document for the document name pdf15_5.png?,M/S SMS EXPORTS
pdf15_6.png,extract the beneficiary drawer exporter seller supplier name in the Commercial Invoice document for the document name pdf15_6.png?,M/S SMS EXPORTS
pdf15_7.png,extract the beneficiary drawer exporter seller supplier name in the Commercial Invoice document for the document name pdf15_7.png?,M/S SMS EXPORTS
pdf15_8.png,extract the beneficiary drawer exporter seller supplier name in the Commercial Invoice document for the document name pdf15_8.png?,M/S SMS EXPORTS
pdf15_9.png,extract the beneficiary drawer exporter seller supplier name in the Commercial Invoice document for the document name pdf15_9.png?,M/S SMS EXPORTS
pdf15_10.png,extract the beneficiary drawer exporter seller supplier name in the Commercial Invoice document for the document name pdf15_10.png?,M/S SMS EXPORTS
pdf13_16.png,extract the beneficiary drawer exporter seller supplier name in the Commercial Invoice document for the document name pdf13_16.png?,LARSEN & TOUBRO LIMITED
pdf11_4.png,extract the beneficiary address in the Commercial Invoice document for the document name pdf11_4.png?,10TH FLOOR NO3541 FU HSING NRD TAIPEI TAIWAN ROC
pdf11_5.png,extract the beneficiary address in the Commercial Invoice document for the document name pdf11_5.png?,10TH FLOOR NO3541 FU HSING NRD TAIPEI TAIWAN ROC
pdf11_6.png,extract the beneficiary address in the Commercial Invoice document for the document name pdf11_6.png?,10TH FLOOR NO3541 FU HSING NRD TAIPEI TAIWAN ROC
pdf16_4.png,extract the beneficiary address in the Commercial Invoice document for the document name pdf16_4.png?,"DURBAN, SOUTH AFRICA"
pdf12_4.png,extract the beneficiary address in the Commercial Invoice document for the document name pdf12_4.png?,"MITSUBISHI UFJ, AMSTERDAM, THE NETHERLANDS"
pdf12_5.png,extract the beneficiary address in the Commercial Invoice document for the document name pdf12_5.png?,PHASE  V INDUSTRIAL ESTATE PLOT NO 65 SECTOR  53 KUNDLI SONIPAT 131021 HARYANA
11133_test_jun13_8.png,extract the beneficiary address in the Commercial Invoice document for the document name 11133_test_jun13_8.png?, KHERDI MAIN RD KHERDI VILLAGE SILVASA 396230 DADRA  NAGAR HAVELITEL
11133_test_jun13_13.png,extract the beneficiary address in the Commercial Invoice document for the document name 11133_test_jun13_13.png?,VILLAGE SILVASA 396230 DADRA
11133_test_jun13_18.png,extract the beneficiary address in the Commercial Invoice document for the document name 11133_test_jun13_18.png?,INDIA
45A_46A_47A_testing_pdf1_9.png,extract the beneficiary address in the Commercial Invoice document for the document name 45A_46A_47A_testing_pdf1_9.png?,NO51 HEPING ROAD JINAN CHINA
pdf14_4.png,extract the beneficiary address in the Commercial Invoice document for the document name pdf14_4.png?,INDIA
pdf14_5.png,extract the beneficiary address in the Commercial Invoice document for the document name pdf14_5.png?,INDIA
pdf15_4.png,extract the beneficiary address in the Commercial Invoice document for the document name pdf15_4.png?,INDIA
pdf15_5.png,extract the beneficiary address in the Commercial Invoice document for the document name pdf15_5.png?,INDIA
pdf15_6.png,extract the beneficiary address in the Commercial Invoice document for the document name pdf15_6.png?,INDIA
pdf15_7.png,extract the beneficiary address in the Commercial Invoice document for the document name pdf15_7.png?,INDIA
pdf15_8.png,extract the beneficiary address in the Commercial Invoice document for the document name pdf15_8.png?,INDIA
pdf15_9.png,extract the beneficiary address in the Commercial Invoice document for the document name pdf15_9.png?,INDIA
pdf15_10.png,extract the beneficiary address in the Commercial Invoice document for the document name pdf15_10.png?,INDIA
pdf13_16.png,extract the beneficiary address in the Commercial Invoice document for the document name pdf13_16.png?,L  T BYPASS ROAD MALUMICHAMPATTI COIMBATORE  641050
pdf11_4.png,extract the invoice no in the Commercial Invoice document for the document name pdf11_4.png?,OPS - 70470/2013
pdf11_5.png,extract the invoice no in the Commercial Invoice document for the document name pdf11_5.png?,OPS - 70470/2013
pdf11_6.png,extract the invoice no in the Commercial Invoice document for the document name pdf11_6.png?,OPS - 70470/2013
pdf16_4.png,extract the invoice no in the Commercial Invoice document for the document name pdf16_4.png?,X29920
pdf12_4.png,extract the invoice no in the Commercial Invoice document for the document name pdf12_4.png?,08652009065830
pdf12_5.png,extract the invoice no in the Commercial Invoice document for the document name pdf12_5.png?,08659009065639
11133_test_jun13_8.png,extract the invoice no in the Commercial Invoice document for the document name 11133_test_jun13_8.png?,LMT/23-24/1454
11133_test_jun13_13.png,extract the invoice no in the Commercial Invoice document for the document name 11133_test_jun13_13.png?,LMT/23-24/1453
11133_test_jun13_18.png,extract the invoice no in the Commercial Invoice document for the document name 11133_test_jun13_18.png?,LMT/23-24/1452
45A_46A_47A_testing_pdf1_9.png,extract the invoice no in the Commercial Invoice document for the document name 45A_46A_47A_testing_pdf1_9.png?,出口 [UNK] 121218003JH
pdf14_4.png,extract the invoice no in the Commercial Invoice document for the document name pdf14_4.png?,SMS/580/201213
pdf14_5.png,extract the invoice no in the Commercial Invoice document for the document name pdf14_5.png?,SMS/554/201213
pdf15_4.png,extract the invoice no in the Commercial Invoice document for the document name pdf15_4.png?,SMS/603/201213
pdf15_5.png,extract the invoice no in the Commercial Invoice document for the document name pdf15_5.png?,SMS/576/201213
pdf15_6.png,extract the invoice no in the Commercial Invoice document for the document name pdf15_6.png?,SMS/575/201213
pdf15_7.png,extract the invoice no in the Commercial Invoice document for the document name pdf15_7.png?,SMS/540/201213
pdf15_8.png,extract the invoice no in the Commercial Invoice document for the document name pdf15_8.png?,SMS/529/201213
pdf15_9.png,extract the invoice no in the Commercial Invoice document for the document name pdf15_9.png?,SMS/580/201213
pdf15_10.png,extract the invoice no in the Commercial Invoice document for the document name pdf15_10.png?,SMS/554/201213
pdf13_16.png,extract the invoice no in the Commercial Invoice document for the document name pdf13_16.png?,A2348
pdf11_4.png,extract the date of invoice in the Commercial Invoice document for the document name pdf11_4.png?,10/14/2013
pdf11_5.png,extract the date of invoice in the Commercial Invoice document for the document name pdf11_5.png?,10/14/2013
pdf11_6.png,extract the date of invoice in the Commercial Invoice document for the document name pdf11_6.png?,10/14/2013
pdf16_4.png,extract the date of invoice in the Commercial Invoice document for the document name pdf16_4.png?,06/07/2012
pdf12_4.png,extract the date of invoice in the Commercial Invoice document for the document name pdf12_4.png?,07/28/2013
pdf12_5.png,extract the date of invoice in the Commercial Invoice document for the document name pdf12_5.png?,07/25/2013
pdf10_4.png,extract the date of invoice in the Commercial Invoice document for the document name pdf10_4.png?,"10/22/2013,10/22/2013,"
pdf10_5.png,extract the date of invoice in the Commercial Invoice document for the document name pdf10_5.png?,10/22/2013
11133_test_jun13_8.png,extract the date of invoice in the Commercial Invoice document for the document name 11133_test_jun13_8.png?,13/01/24
11133_test_jun13_13.png,extract the date of invoice in the Commercial Invoice document for the document name 11133_test_jun13_13.png?,13/01/24
11133_test_jun13_18.png,extract the date of invoice in the Commercial Invoice document for the document name 11133_test_jun13_18.png?,13/01/24
45A_46A_47A_testing_pdf1_9.png,extract the date of invoice in the Commercial Invoice document for the document name 45A_46A_47A_testing_pdf1_9.png?,12/12/2018
pdf14_4.png,extract the date of invoice in the Commercial Invoice document for the document name pdf14_4.png?,01/08/2012
pdf14_5.png,extract the date of invoice in the Commercial Invoice document for the document name pdf14_5.png?,07/27/2012
pdf15_4.png,extract the date of invoice in the Commercial Invoice document for the document name pdf15_4.png?,04/08/2012
pdf15_5.png,extract the date of invoice in the Commercial Invoice document for the document name pdf15_5.png?,07/31/2012
pdf15_6.png,extract the date of invoice in the Commercial Invoice document for the document name pdf15_6.png?,07/31/2012
pdf15_7.png,extract the date of invoice in the Commercial Invoice document for the document name pdf15_7.png?,07/24/2012
pdf15_8.png,extract the date of invoice in the Commercial Invoice document for the document name pdf15_8.png?,07/21/2012
pdf15_9.png,extract the date of invoice in the Commercial Invoice document for the document name pdf15_9.png?,01/08/2012
pdf15_10.png,extract the date of invoice in the Commercial Invoice document for the document name pdf15_10.png?,07/27/2012
pdf13_16.png,extract the date of invoice in the Commercial Invoice document for the document name pdf13_16.png?,10/06/2013
pdf11_4.png,extract the consignee name in the Commercial Invoice document for the document name pdf11_4.png?,BISWAS LIGHTING AND CO
pdf11_5.png,extract the consignee name in the Commercial Invoice document for the document name pdf11_5.png?,BISWAS LIGHTING AND CO
pdf11_6.png,extract the consignee name in the Commercial Invoice document for the document name pdf11_6.png?,BISWAS LIGHTING AND CO
pdf16_4.png,extract the consignee name in the Commercial Invoice document for the document name pdf16_4.png?,NOBLE AEROSPACE PVT.LTD
pdf10_4.png,extract the consignee name in the Commercial Invoice document for the document name pdf10_4.png?,USHA MARTIN LIMITED
pdf10_5.png,extract the consignee name in the Commercial Invoice document for the document name pdf10_5.png?,USHA MARTIN LIMITED
11133_test_jun13_8.png,extract the consignee name in the Commercial Invoice document for the document name 11133_test_jun13_8.png?,INDOTECH TRANSFORMERS LIMITED ( ) LRM
11133_test_jun13_13.png,extract the consignee name in the Commercial Invoice document for the document name 11133_test_jun13_13.png?,INDOTECH TRANSFORMERS LIMITED ( ) LRM
11133_test_jun13_18.png,extract the consignee name in the Commercial Invoice document for the document name 11133_test_jun13_18.png?,INDOTECH TRANSFORMERS LIMITED ( ) LRM
45A_46A_47A_testing_pdf1_9.png,extract the consignee name in the Commercial Invoice document for the document name 45A_46A_47A_testing_pdf1_9.png?,COMPONIX INDIA
pdf14_4.png,extract the consignee name in the Commercial Invoice document for the document name pdf14_4.png?,M/S VILA A/S
pdf14_5.png,extract the consignee name in the Commercial Invoice document for the document name pdf14_5.png?,M/S VILA A/S
pdf15_4.png,extract the consignee name in the Commercial Invoice document for the document name pdf15_4.png?,M/S VILA A/S
pdf15_5.png,extract the consignee name in the Commercial Invoice document for the document name pdf15_5.png?,M/S VILA A/S
pdf15_6.png,extract the consignee name in the Commercial Invoice document for the document name pdf15_6.png?,M/S VILA A/S
pdf15_7.png,extract the consignee name in the Commercial Invoice document for the document name pdf15_7.png?,M/S VILA A/S
pdf15_8.png,extract the consignee name in the Commercial Invoice document for the document name pdf15_8.png?,M/S VILA A/S
pdf15_9.png,extract the consignee name in the Commercial Invoice document for the document name pdf15_9.png?,M/S VILA A/S
pdf15_10.png,extract the consignee name in the Commercial Invoice document for the document name pdf15_10.png?,M/S VILA A/S
pdf13_16.png,extract the consignee name in the Commercial Invoice document for the document name pdf13_16.png?,CHIEF ENGINEER ( PROJECTS ) CO LTD
pdf11_4.png,extract the consignee address in the Commercial Invoice document for the document name pdf11_4.png?,VILLAGE LENINGARH G BLOCK PO JUGUBERIA CHANDPUR LENINGARH PS GHOLA DIST NORTH 24 PGS PIN 700110 WEST BENGAL
pdf11_5.png,extract the consignee address in the Commercial Invoice document for the document name pdf11_5.png?,VILLAGE LENINGARH G BLOCK PO JUGUBERIA CHANDPUR LENINGARH PS GHOLA DIST NORTH 24 PGS PIN 700110 WEST BENGAL
pdf11_6.png,extract the consignee address in the Commercial Invoice document for the document name pdf11_6.png?,VILLAGE LENINGARH G BLOCK PO JUGUBERIA CHANDPUR LENINGARH PS GHOLA DIST NORTH 24 PGS PIN 700110 WEST BENGAL
pdf16_4.png,extract the consignee address in the Commercial Invoice document for the document name pdf16_4.png?,307 RAJA HOUSE 3031 NEHRU PLACE NEW DELHI
pdf10_4.png,extract the consignee address in the Commercial Invoice document for the document name pdf10_4.png?,PBNO126 ADITYAPUR PBNO126 ADITYAPUR JAMSHEDPUR JHARKHAND
pdf10_5.png,extract the consignee address in the Commercial Invoice document for the document name pdf10_5.png?,P B NO 126 ADITYAPUR PBNO126 ADITYAPUR JHARKHAND
11133_test_jun13_8.png,extract the consignee address in the Commercial Invoice document for the document name 11133_test_jun13_8.png?,KANCHIPURAM NO 153210 ILLUPPAPPATTU VILLAGE 64 KM  HIGHWAY RAJKUMAR POST KANCHIPURAM 631561 TAMILNADU
11133_test_jun13_13.png,extract the consignee address in the Commercial Invoice document for the document name 11133_test_jun13_13.png?,KANCHIPURAM NO 153210 ILLUPPAPPATTU VILLAGE 64 KM  HIGHWAY RAJKUMAR POST KANCHIPURAM 631561 TAMILNADU
11133_test_jun13_18.png,extract the consignee address in the Commercial Invoice document for the document name 11133_test_jun13_18.png?,KANCHIPURAM NO 153210 ILLUPPAPPATTU VILLAGE 64 KM  HIGHWAY RAJKUMAR POST KANCHIPURAM 631561 TAMILNADU
45A_46A_47A_testing_pdf1_9.png,extract the consignee address in the Commercial Invoice document for the document name 45A_46A_47A_testing_pdf1_9.png?,2D 2ND FLOOR VIJAY CHAMBERS 1140 THRIBHUVAN ROAD MUMBAI 400004 
pdf14_4.png,extract the consignee address in the Commercial Invoice document for the document name pdf14_4.png?,STORSKOVVEJ 20 ORMSLEV DK 8260 VIBY J 
pdf14_5.png,extract the consignee address in the Commercial Invoice document for the document name pdf14_5.png?,STORSKOVVEJ 20 ORMSLEV DK 8260 VIBY J 
pdf15_4.png,extract the consignee address in the Commercial Invoice document for the document name pdf15_4.png?,STORSKOVVEJ 20 ORMSLEV DK 8260 VIBY J 
pdf15_5.png,extract the consignee address in the Commercial Invoice document for the document name pdf15_5.png?,STORSKOVVEJ 20 ORMSLEV DK 8260 VIBY J 
pdf15_6.png,extract the consignee address in the Commercial Invoice document for the document name pdf15_6.png?,STORSKOVVEJ 20 ORMSLEV DK 8260 VIBY J 
pdf15_7.png,extract the consignee address in the Commercial Invoice document for the document name pdf15_7.png?,STORSKOVVEJ 20 ORMSLEV DK 8260 VIBY J 
pdf15_8.png,extract the consignee address in the Commercial Invoice document for the document name pdf15_8.png?,STORSKOVVEJ 20 ORMSLEV DK 8260 VIBY J 
pdf15_9.png,extract the consignee address in the Commercial Invoice document for the document name pdf15_9.png?,STORSKOVVEJ 20 ORMSLEV DK 8260 VIBY J 
pdf15_10.png,extract the consignee address in the Commercial Invoice document for the document name pdf15_10.png?,STORSKOVVEJ 20 ORMSLEV DK 8260 VIBY J 
pdf13_16.png,extract the consignee address in the Commercial Invoice document for the document name pdf13_16.png?,MAHARSHTRA STATE POWER GENERATION KORADI MAHARASHTRA MAHAGENCO KORADI MAHARASHTRA
pdf12_5.png,extract the country of final destination in the Commercial Invoice document for the document name pdf12_5.png?,NETHERLANDS
pdf14_4.png,extract the country of final destination in the Commercial Invoice document for the document name pdf14_4.png?,DENMARK
pdf14_5.png,extract the country of final destination in the Commercial Invoice document for the document name pdf14_5.png?,DENMARK
pdf15_6.png,extract the country of final destination in the Commercial Invoice document for the document name pdf15_6.png?,DENMARK
pdf15_7.png,extract the country of final destination in the Commercial Invoice document for the document name pdf15_7.png?,DENMARK
pdf15_9.png,extract the country of final destination in the Commercial Invoice document for the document name pdf15_9.png?,DENMARK
pdf15_10.png,extract the country of final destination in the Commercial Invoice document for the document name pdf15_10.png?,DENMARK
pdf11_4.png,extract the port of loading in the Commercial Invoice document for the document name pdf11_4.png?,SHANGHAI 
pdf11_5.png,extract the port of loading in the Commercial Invoice document for the document name pdf11_5.png?,SHANGHAI 
pdf14_4.png,extract the port of loading in the Commercial Invoice document for the document name pdf14_4.png?,IN - DEL
pdf14_5.png,extract the port of loading in the Commercial Invoice document for the document name pdf14_5.png?,IN
pdf15_4.png,extract the port of loading in the Commercial Invoice document for the document name pdf15_4.png?,IN
pdf15_5.png,extract the port of loading in the Commercial Invoice document for the document name pdf15_5.png?,IN NSA
pdf15_6.png,extract the port of loading in the Commercial Invoice document for the document name pdf15_6.png?,IN - NSA - 1
pdf15_8.png,extract the port of loading in the Commercial Invoice document for the document name pdf15_8.png?,IN DEL
pdf15_9.png,extract the port of loading in the Commercial Invoice document for the document name pdf15_9.png?,IN - DEL
pdf15_10.png,extract the port of loading in the Commercial Invoice document for the document name pdf15_10.png?,IN
pdf11_4.png,extract the port of discharge in the Commercial Invoice document for the document name pdf11_4.png?,KOLKATA 
pdf11_5.png,extract the port of discharge in the Commercial Invoice document for the document name pdf11_5.png?,KOLKATA 
pdf11_6.png,extract the port of discharge in the Commercial Invoice document for the document name pdf11_6.png?,SHANGHAI KOLKATA 
pdf12_5.png,extract the port of discharge in the Commercial Invoice document for the document name pdf12_5.png?,INDIEN~ARAMID
11133_test_jun13_8.png,extract the port of discharge in the Commercial Invoice document for the document name 11133_test_jun13_8.png?,NADU KANCHEEPURAM
11133_test_jun13_13.png,extract the port of discharge in the Commercial Invoice document for the document name 11133_test_jun13_13.png?,TAMIL NADU
11133_test_jun13_18.png,extract the port of discharge in the Commercial Invoice document for the document name 11133_test_jun13_18.png?,TAMIL NADU KANCHEEPURAM
45A_46A_47A_testing_pdf1_9.png,extract the port of discharge in the Commercial Invoice document for the document name 45A_46A_47A_testing_pdf1_9.png?,SHANGHAI NAHAVA SHEEVA SHANGHAI
pdf12_5.png,extract the total quantity of goods in the Commercial Invoice document for the document name pdf12_5.png?,"1.995,900 KG"
pdf10_4.png,extract the total quantity of goods in the Commercial Invoice document for the document name pdf10_4.png?,16.0000
pdf10_5.png,extract the total quantity of goods in the Commercial Invoice document for the document name pdf10_5.png?,16.0000
11133_test_jun13_18.png,extract the total quantity of goods in the Commercial Invoice document for the document name 11133_test_jun13_18.png?,26482.00
45A_46A_47A_testing_pdf1_9.png,extract the total quantity of goods in the Commercial Invoice document for the document name 45A_46A_47A_testing_pdf1_9.png?,5000.00
pdf14_4.png,extract the total quantity of goods in the Commercial Invoice document for the document name pdf14_4.png?,PCS 2160
pdf14_5.png,extract the total quantity of goods in the Commercial Invoice document for the document name pdf14_5.png?,4800~200
pdf15_7.png,extract the total quantity of goods in the Commercial Invoice document for the document name pdf15_7.png?,PCS 3264
pdf15_8.png,extract the total quantity of goods in the Commercial Invoice document for the document name pdf15_8.png?,1320
pdf15_9.png,extract the total quantity of goods in the Commercial Invoice document for the document name pdf15_9.png?,PCS 2160
pdf15_10.png,extract the total quantity of goods in the Commercial Invoice document for the document name pdf15_10.png?,4800~200
pdf11_4.png,extract the is signed in the Commercial Invoice document for the document name pdf11_4.png?,True
pdf11_5.png,extract the is signed in the Commercial Invoice document for the document name pdf11_5.png?,True
pdf11_6.png,extract the is signed in the Commercial Invoice document for the document name pdf11_6.png?,True
pdf16_4.png,extract the is signed in the Commercial Invoice document for the document name pdf16_4.png?,True
pdf12_5.png,extract the is signed in the Commercial Invoice document for the document name pdf12_5.png?,True
11133_test_jun13_8.png,extract the is signed in the Commercial Invoice document for the document name 11133_test_jun13_8.png?,True
11133_test_jun13_13.png,extract the is signed in the Commercial Invoice document for the document name 11133_test_jun13_13.png?,True
11133_test_jun13_18.png,extract the is signed in the Commercial Invoice document for the document name 11133_test_jun13_18.png?,True
45A_46A_47A_testing_pdf1_9.png,extract the is signed in the Commercial Invoice document for the document name 45A_46A_47A_testing_pdf1_9.png?,True
pdf14_4.png,extract the is signed in the Commercial Invoice document for the document name pdf14_4.png?,True
pdf14_5.png,extract the is signed in the Commercial Invoice document for the document name pdf14_5.png?,True
pdf15_4.png,extract the is signed in the Commercial Invoice document for the document name pdf15_4.png?,True
pdf15_5.png,extract the is signed in the Commercial Invoice document for the document name pdf15_5.png?,True
pdf15_6.png,extract the is signed in the Commercial Invoice document for the document name pdf15_6.png?,True
pdf15_7.png,extract the is signed in the Commercial Invoice document for the document name pdf15_7.png?,True
pdf15_8.png,extract the is signed in the Commercial Invoice document for the document name pdf15_8.png?,True
pdf15_9.png,extract the is signed in the Commercial Invoice document for the document name pdf15_9.png?,True
pdf15_10.png,extract the is signed in the Commercial Invoice document for the document name pdf15_10.png?,True
pdf13_16.png,extract the is signed in the Commercial Invoice document for the document name pdf13_16.png?,True
pdf12_4.png,extract the country of final destination country in the Commercial Invoice document for the document name pdf12_4.png?,NETHERLANDS
pdf15_4.png,extract the country of final destination country in the Commercial Invoice document for the document name pdf15_4.png?,DENMARK
pdf15_5.png,extract the country of final destination country in the Commercial Invoice document for the document name pdf15_5.png?,DENMARK
pdf15_8.png,extract the country of final destination country in the Commercial Invoice document for the document name pdf15_8.png?,DENMARK
45A_46A_47A_testing_pdf1_9.png,extract the consignee country in the Commercial Invoice document for the document name 45A_46A_47A_testing_pdf1_9.png?,INDIA
pdf14_4.png,extract the consignee country in the Commercial Invoice document for the document name pdf14_4.png?,DENMARK
pdf14_5.png,extract the consignee country in the Commercial Invoice document for the document name pdf14_5.png?,DENMARK
pdf15_4.png,extract the consignee country in the Commercial Invoice document for the document name pdf15_4.png?,DENMARK
pdf15_5.png,extract the consignee country in the Commercial Invoice document for the document name pdf15_5.png?,DENMARK
pdf15_6.png,extract the consignee country in the Commercial Invoice document for the document name pdf15_6.png?,DENMARK
pdf15_7.png,extract the consignee country in the Commercial Invoice document for the document name pdf15_7.png?,DENMARK
pdf15_8.png,extract the consignee country in the Commercial Invoice document for the document name pdf15_8.png?,DENMARK
pdf15_9.png,extract the consignee country in the Commercial Invoice document for the document name pdf15_9.png?,DENMARK
pdf15_10.png,extract the consignee country in the Commercial Invoice document for the document name pdf15_10.png?,DENMARK
pdf11_4.png,extract the awb date in the Commercial Invoice document for the document name pdf11_4.png?,10/14/2013~09/13/2013
pdf11_5.png,extract the awb date in the Commercial Invoice document for the document name pdf11_5.png?,10/14/2013~09/13/2013
pdf11_6.png,extract the awb date in the Commercial Invoice document for the document name pdf11_6.png?,10/14/2013~09/13/2013
pdf12_4.png,extract the awb date in the Commercial Invoice document for the document name pdf12_4.png?,10/13/2021~07/30/2013
pdf12_5.png,extract the awb date in the Commercial Invoice document for the document name pdf12_5.png?,07/17/2013~10/13/2021
pdf10_4.png,extract the awb date in the Commercial Invoice document for the document name pdf10_4.png?,10/22/2013~08/16/2013
pdf10_5.png,extract the awb date in the Commercial Invoice document for the document name pdf10_5.png?,10/22/2013~08/16/2013
11133_test_jun13_8.png,extract the awb date in the Commercial Invoice document for the document name 11133_test_jun13_8.png?,12/21/2023
11133_test_jun13_13.png,extract the awb date in the Commercial Invoice document for the document name 11133_test_jun13_13.png?,12/21/2023
11133_test_jun13_18.png,extract the awb date in the Commercial Invoice document for the document name 11133_test_jun13_18.png?,12/21/2023
pdf14_5.png,extract the awb date in the Commercial Invoice document for the document name pdf14_5.png?,07/27/2012
pdf15_4.png,extract the awb date in the Commercial Invoice document for the document name pdf15_4.png?,08/13/2012
pdf15_5.png,extract the awb date in the Commercial Invoice document for the document name pdf15_5.png?,08/13/2012~07/31/2012
pdf15_6.png,extract the awb date in the Commercial Invoice document for the document name pdf15_6.png?,08/13/2012~07/31/2012
pdf15_7.png,extract the awb date in the Commercial Invoice document for the document name pdf15_7.png?,07/24/2012
pdf15_8.png,extract the awb date in the Commercial Invoice document for the document name pdf15_8.png?,07/21/2012
pdf15_10.png,extract the awb date in the Commercial Invoice document for the document name pdf15_10.png?,07/27/2012
pdf13_16.png,extract the awb date in the Commercial Invoice document for the document name pdf13_16.png?,03/25/2010~09/23/2009
pdf14_4.png,extract the awb number in the Commercial Invoice document for the document name pdf14_4.png?,airway bill no .: 105-4722-7681
pdf14_5.png,extract the awb number in the Commercial Invoice document for the document name pdf14_5.png?,airway bill no .: 105-4722-7681
pdf15_4.png,extract the awb number in the Commercial Invoice document for the document name pdf15_4.png?,airway bill no .: 105-4743-8123
pdf15_7.png,extract the awb number in the Commercial Invoice document for the document name pdf15_7.png?,airway bill no .: 724-1081-5943
pdf15_9.png,extract the awb number in the Commercial Invoice document for the document name pdf15_9.png?,airway bill no .: 105-4722-7681
pdf15_10.png,extract the awb number in the Commercial Invoice document for the document name pdf15_10.png?,airway bill no .: 105-4722-7681
11133_test_jun13_18.png,extract the beneficiary country in the Commercial Invoice document for the document name 11133_test_jun13_18.png?,INDIA
pdf14_4.png,extract the beneficiary country in the Commercial Invoice document for the document name pdf14_4.png?,INDIA
pdf14_5.png,extract the beneficiary country in the Commercial Invoice document for the document name pdf14_5.png?,INDIA
pdf15_4.png,extract the beneficiary country in the Commercial Invoice document for the document name pdf15_4.png?,INDIA
pdf15_5.png,extract the beneficiary country in the Commercial Invoice document for the document name pdf15_5.png?,INDIA
pdf15_6.png,extract the beneficiary country in the Commercial Invoice document for the document name pdf15_6.png?,INDIA
pdf15_7.png,extract the beneficiary country in the Commercial Invoice document for the document name pdf15_7.png?,INDIA
pdf15_8.png,extract the beneficiary country in the Commercial Invoice document for the document name pdf15_8.png?,INDIA
pdf15_9.png,extract the beneficiary country in the Commercial Invoice document for the document name pdf15_9.png?,INDIA
pdf15_10.png,extract the beneficiary country in the Commercial Invoice document for the document name pdf15_10.png?,INDIA
pdf11_4.png,extract the bill of lading date in the Commercial Invoice document for the document name pdf11_4.png?,10/14/2013~09/13/2013
